Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Login,Chrome 123.0.0.0,,,03-04-2024 11:45:51,03-04-2024 11:45:59,7.625s,PASSED
,,,,,,,
Test Cases/Login,Chrome 123.0.0.0,,,03-04-2024 11:45:52,03-04-2024 11:45:59,7.380s,PASSED
"openBrowser("""")",Chrome 123.0.0.0,,,03-04-2024 11:45:52,03-04-2024 11:45:54,2.227s,PASSED
"navigateToUrl(""https://parabank.parasoft.com/parabank/index.htm"")",Chrome 123.0.0.0,,,03-04-2024 11:45:54,03-04-2024 11:45:57,2.582s,PASSED
"setText(findTestObject(""Object Repository/Parabank - Login/Page_ParaBank  Welcome  Online Banking/input_Username_username""), Username)",Chrome 123.0.0.0,,,03-04-2024 11:45:57,03-04-2024 11:45:58,0.834s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Parabank - Login/Page_ParaBank  Welcome  Online Banking/input_Password_password""), ""tzH6RvlfSTg="")",Chrome 123.0.0.0,,,03-04-2024 11:45:58,03-04-2024 11:45:58,0.451s,PASSED
"click(findTestObject(""Object Repository/Parabank - Login/Page_ParaBank  Welcome  Online Banking/input_Password_button""))",Chrome 123.0.0.0,,,03-04-2024 11:45:58,03-04-2024 11:45:59,0.958s,PASSED
