Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Via Register,Chrome 123.0.0.0,,,03-04-2024 12:10:53,03-04-2024 12:11:56,1m - 2.925s,FAILED
,,,,,,,
Test Cases/Register,Chrome 123.0.0.0,,,03-04-2024 12:10:53,03-04-2024 12:11:09,16.317s,PASSED
"openBrowser("""")",Chrome 123.0.0.0,,,03-04-2024 12:10:54,03-04-2024 12:10:56,2.280s,PASSED
"navigateToUrl(""https://parabank.parasoft.com/parabank/index.htm"")",Chrome 123.0.0.0,,,03-04-2024 12:10:56,03-04-2024 12:10:59,2.573s,PASSED
"click(findTestObject(""Object Repository/Parabank - Register/Page_ParaBank  Welcome  Online Banking/a_Register""))",Chrome 123.0.0.0,,,03-04-2024 12:10:59,03-04-2024 12:10:59,0.903s,PASSED
"setText(findTestObject(""Object Repository/Parabank - Register/Page_ParaBank  Register for Free Online Acc_dbf84b/input_First Name_customer.firstName""), FirstName)",Chrome 123.0.0.0,,,03-04-2024 12:10:59,03-04-2024 12:11:00,0.867s,PASSED
"setText(findTestObject(""Object Repository/Parabank - Register/Page_ParaBank  Register for Free Online Acc_dbf84b/input_Last Name_customer.lastName""), LastName)",Chrome 123.0.0.0,,,03-04-2024 12:11:00,03-04-2024 12:11:01,0.697s,PASSED
"setText(findTestObject(""Object Repository/Parabank - Register/Page_ParaBank  Register for Free Online Acc_dbf84b/input_Address_customer.address.street""), Address)",Chrome 123.0.0.0,,,03-04-2024 12:11:01,03-04-2024 12:11:02,0.738s,PASSED
"setText(findTestObject(""Object Repository/Parabank - Register/Page_ParaBank  Register for Free Online Acc_dbf84b/input_City_customer.address.city""), City)",Chrome 123.0.0.0,,,03-04-2024 12:11:02,03-04-2024 12:11:03,0.874s,PASSED
"setText(findTestObject(""Object Repository/Parabank - Register/Page_ParaBank  Register for Free Online Acc_dbf84b/input_State_customer.address.state""), State)",Chrome 123.0.0.0,,,03-04-2024 12:11:03,03-04-2024 12:11:04,1.149s,PASSED
"setText(findTestObject(""Object Repository/Parabank - Register/Page_ParaBank  Register for Free Online Acc_dbf84b/input_Zip Code_customer.address.zipCode""), ZipCode)",Chrome 123.0.0.0,,,03-04-2024 12:11:04,03-04-2024 12:11:05,1.086s,PASSED
